"","Treatment","SproutN","BunchN","GrapeW","WoodW","SPAD06","NDVI06","SPAD08","NDVI08","Acid","Potass","Brix","pH","Anthoc","Polyph"
"11","T1a",-0.15370954281091,0.55024229241686,0.00225785612517213,0.280182945321446,0.101995486543886,0.0513070038655369,0.182603467583657,-0.195187678842313,0.0133507371912078,0.0916698108476871,-0.077456462829961,0.00104256803681932,0.365145339905781,0.215576932427796
"12","T5b",0.401196401343286,0.0231092502071348,0.649784484421795,0.137923210821172,0.133381527806774,0.0918842622035097,0.155165399110595,0.045693146479476,-0.0335651561937026,0.348983237349057,-0.0321159894062969,-0.0219544165966842,0.753093046080232,0.125332213441362
"13","T3a",-0.0341835874428491,-0.225356619154811,-0.188569835637042,-0.00357657388008793,0.0912945615913577,-0.0284515288674475,0.0930035822700346,0.0855318570153318,-0.196710780712213,0.19931455183211,0.0194076597218879,0.0735058527943234,0.403150928232632,-0.0723279710416744
"14","T1b",-0.211643589536277,-0.427328426211458,0.245707698297303,-0.162957183682784,-0.136525327480327,-0.0253184824155323,-0.0984822191088593,0.109674081631827,0.0531922379642436,-0.0516561886666467,0.175574915193939,0.00791644220347231,0.345443927905885,0.354977708172502
"15","T1a",-0.13948927546917,-0.0231611931327154,0.709125119127839,0.236741643071403,-0.00894286204889778,0.0570573329462662,0.0987381486411612,-0.0246194530522858,0.0686155810177317,-0.0436162371708451,-0.14507405402754,-0.0361252915356648,-0.609173076360914,-0.634424138759289
"16","T3a",-0.0752033627117827,-0.368844053732431,0.430387156899545,-0.0475700331870853,-0.0228856247637945,0.0990408061121285,0.0514348220824266,0.0340432874835243,-0.0559715465947508,0.178425953187976,-0.163654224253497,-0.0108813166515977,-0.368609864273259,-0.283044814774856
"17","T4b",-0.116910185600442,-0.849066972902123,-0.776360590428057,0.0850117515920435,0.125807863779146,0.0148416637981281,0.0656514333155734,0.153641570011296,-0.125999657943457,0.310961344645986,0.0362584809511923,0.0330621225564085,-0.295465033322113,-0.396086452538925
"18","T6a",-0.00429667205842481,-0.312629298257169,-0.618612806430196,-0.0661849244860424,-0.0851977312788195,-0.0321627336181034,-0.0388033126062208,0.0648708495574615,0.0703688583615474,0.061373985527411,0.00981970764221351,-0.0234174680560674,0.300562174254315,0.100729401753389
"19","T1b",-0.017161447582011,0.562726304974172,0.0173320520487838,0.130881532979652,-0.0103228286942668,0.160350202100147,-0.0812825513288494,-0.00436715345160772,0.0896164925519086,0.121908196674507,0.0248064093871388,0.0143128749961863,-0.0352766708808817,-0.11232201958229
"20","T2a",-0.499830309896742,-0.629634120818632,-0.711769812805782,-1.49509856187771,-0.357602114482059,-0.178784307005184,-0.424394101737676,0.0845014237446598,0.326420602745099,-0.368977985152391,-0.160516215777742,-0.116973474481382,0.39302209661056,0.546380595098657
"21","T8b",-0.0834309103831083,-0.515890603439269,-0.224314236513145,0.242825042444651,-0.0940698239048304,0.154019911154224,0.0139648080478562,0.131802291063791,-0.242391694256456,0.092728042805472,0.149680728618255,0.0666395523105138,0.0698903512160445,-0.00926730054512824
"22","T7b",-0.0916306387588327,0.302954424007408,-0.748676978297318,-0.471296505733765,-0.161471464939364,-0.0315650951980872,-0.217444751391015,0.0359969853118461,0.224156543236234,0.0426903394184451,0.106359716031006,-0.0212784814049793,0.36241456485511,0.253598915483729
"23","T6b",0.377258495296582,0.733581273117035,0.836417403723893,0.704230975672527,0.119275118095101,0.147436076598474,0.110438995792418,0.258367318194316,-0.154498714725376,0.0393830127575436,0.00529870484821459,0.0608449989361104,-0.999602645925934,-0.381070386130245
"24","T2a",0.0620273260635127,-0.0789723523375165,0.383193063946173,1.09479659181895,0.251125893524472,0.0442517444212666,0.257526595217319,0.0979049284401019,-0.216243913590996,0.0952090689282859,-0.0495757445386358,0.0644894961862963,-0.0779381084321584,0.0131158270016599
"25","T2b",-0.161481566593618,-1.22351564588591,-0.528717128714448,0.0782239561096454,-0.0264841953647037,0.0818709944146939,0.0986824043927798,-0.00997567412530732,-0.108936794707043,0.119455876984329,-0.0397831666962915,0.040036026559148,-0.336422542289295,0.00903143934426426
"26","T2b",-0.137052684802326,0.312759381933418,0.301084131261195,-0.071375105455081,0.108832203073871,-0.0216820505646983,-0.0400345367565953,-0.101558031521908,0.0314194039616856,0.0177288919972741,-0.0148238520995922,0.0111761625053394,-0.603633782190725,-0.368089876533205
"27","T8a",0.163328115156144,-0.150386000789092,-0.133019179946016,0.151409300317495,0.103157137832525,0.00986530140924274,0.113576099791611,0.196607501854028,-0.00729041580914825,0.336110758538888,-0.1157799913246,0.0556108749108183,-0.104786299363836,0.0313021352661804
"28","T2b",0.0117691761286587,-0.151740660965468,0.611778061768983,0.575546542020466,0.242645132446695,0.0944189941826645,0.153520509541536,0.022106104438225,0.0284403518694518,-0.010512965399906,-0.060053417242192,-0.0185666938175904,-0.203118306643736,-0.130199657328605
"29","T4a",-0.180198399652253,-0.728042667285938,-1.36810411752097,-0.841612561030955,-0.143164654721024,-0.0886281618163361,-0.275659232067866,-0.224031597294001,0.0664043146091487,0.303370313382057,-0.00747942669587807,0.00589842441408354,0.386204418942633,0.275450061850933
"30","T2a",-0.280929470970223,-0.547559074344602,-0.726255446962409,-0.549605584383006,-0.189727424566513,-0.280818873158083,-0.196009494889215,0.169085849614447,0.0663468972349713,0.0100834901479175,0.106160941509297,0.000634148846514884,0.405211929483071,0.847924972781195
"31","T8a",0.518220516938355,0.121110226507883,0.560511321925597,0.285325635625216,0.117672109101858,-0.0448435118189902,0.0565048159979999,0.213692924019372,-0.145982310848246,-0.0200756013589319,-0.180977767168824,0.00854158121212963,-0.649080102792484,-0.602659301705666
"32","T8b",0.252693157579043,0.280285469679546,-0.0574513345484826,0.195251598589686,0.0210837309954563,0.0580277954409284,-0.0681386784929084,-0.0488166441023095,0.164924493038349,-0.117748693152638,0.0301956406849171,-0.00376197078082807,0.0202878974478384,0.0351575383624686
"33","T7b",-0.00764788909256568,-0.172706878135364,-0.385377362679132,0.30746504950655,0.012178800943622,0.135887510293437,0.177690057052167,0.0366154812787709,-0.0269223994644246,-0.021829106266037,0.0545656547142554,0.00331112403670539,-0.142992352059249,-0.0529198818348304
"34","T3b",0.211986032029571,-0.13074384804848,-0.139064108514729,0.416963405952846,0.099795589447978,0.197965335326544,0.21071940419758,0.200147408090163,0.0524811077567413,0.0519555461384897,-0.0120981861830405,0.00771001155196116,-0.50280121325596,-0.445986217778364
"35","T8a",0.0820863907899784,-0.423826275918902,-0.381768024613646,0.126636024297294,0.0307880448875262,0.0351414079133614,0.0561589554890196,0.094523757269484,0.134895686311508,-0.0494813182301087,-0.0274038077210706,-0.0366413280052149,0.147210737211594,0.0549567810970882
"36","T2b",0.016202860064822,-0.0476704203932461,0.0231465445872759,-0.154115563821496,0.0253120192064123,-0.157424746757383,-0.0678041394634604,0.0955307642192809,0.071002117553217,0.110182008114595,0.0246002361681427,0.0041675156041118,-0.356279837056218,0.138902638522215
"37","T6a",-0.348769129320245,-0.493174994152761,-0.621501650565938,-0.299594224623264,-0.14376561607117,-0.128713740082367,-0.171041015009914,-0.175254083504913,0.307317043158933,0.153474861662658,0.0066306516469832,-0.054499634457039,0.422533372312268,0.20717549963626
"38","T8a",0.476520503709395,0.368812087173483,0.906426160224806,0.408993807265309,0.249219317186159,0.138740013275758,0.0324018178549324,0.28646883211878,-0.0903591447471083,0.108937962425061,-0.0244396407736761,0.0320643312323233,-0.257838529063699,-0.370404153256417
"39","T4b",-0.0255075426930443,-0.330064837998763,-0.458713572121386,0.083037617362167,0.0554177029345682,-0.0757504718319007,0.0203202083417537,-0.0797472594020252,-0.0279211986370498,0.194527899935547,0.0483276442119666,0.00728927126894775,0.232887484234114,-0.211885765211418
"40","T2a",-0.107334207306786,-0.376317067766473,-0.715085771567053,0.0958016666926579,0.0270418942470654,-0.0898952625355773,-0.0228261863460261,-0.0121514348833501,0.128602309212926,0.254729750415751,-0.030032628427182,0.0158036378119617,-0.00454496483616841,0.284422898093431
"41","T5a",0.0399441463227435,-0.202743190225833,0.108010179855402,-0.0825778646005706,0.0561559505663757,0.0459129286521152,0.130079307412756,-0.00941527263974226,0.0554011652880111,-0.23361837288222,-0.160045144742141,-0.0451029633081428,-0.0201556843654593,-0.169467324388465
"42","T5a",0.225125931256416,0.16926580259024,0.364867091010097,0.373948887209055,0.158029595386759,0.0491915989526886,0.0982034089987408,0.0553780297510744,-0.3408624940316,0.179542198367252,0.0283536490591263,0.0693427786542644,0.126270412790509,-0.144232948569676
"43","T5a",-0.103472394061105,-0.583068778795566,-0.931055048992498,-0.291445134710603,-0.0768630376436742,-0.024892367332303,-0.203772482270517,-0.0255495789666649,0.0995524018351835,0.0424566399435683,-0.00753231756279725,-0.024448207060918,0.437057039136523,0.131673931829844
"44","T5a",0.117288655634636,0.359722512840101,0.363100295734008,0.0769714769117588,-0.0268799531121786,0.0450269957503045,0.0230807048259178,-0.0552080380823252,0.0293958642240278,0.0104219829009022,-0.0652095274850133,0.00924080906134084,-0.225825322784978,-0.144069424506292
"45","T3b",-0.241105356512834,0.492599439737531,0.238678761915435,-0.656145728908993,-0.0507733823520306,-0.109165667978161,-0.129950011263103,-0.0965152082759436,0.151435726747881,-0.147178217516408,0.0760033231963244,-0.0291012095282,-0.499422566272077,-0.290940404705498
"46","T3a",0.0284470523303458,-0.30287211163917,-0.595575134159749,0.0708290047252393,0.0214581667382706,-0.123550631059317,-0.0885887168545127,-0.149368902894714,0.0634082627012359,0.0573495996883998,0.00177838966701396,0.016555275065981,0.0413858591874705,-0.0216878132415276
"47","T5a",0.284088072429575,-0.0608795995265447,0.587685340308994,0.45348048189769,0.150941510707446,0.132154285061569,0.15234204695177,0.11832955065935,-0.181795762420404,0.0443960565823048,-0.198418789888612,0.0341269423702212,-0.323453948561057,-0.117614435157491
"48","T1a",-0.260143335069553,0.202322090653414,-0.715609621007194,-1.38262975591098,-0.207310870257655,-0.131645129730237,-0.232420041580289,-0.326451538124065,0.337342133366355,-0.0758872429475963,0.0598827696167508,-0.118038126187376,0.940914630512672,0.644492382828306
"49","T2b",-0.057831375975625,-0.162215517824293,0.505101946292444,0.174744314128906,0.106338932807423,0.120736256487808,0.0836862553450356,0.0286542536789102,0.109945173126247,0.005811662104512,-0.0411961397044251,-0.0280050521539992,-0.685480902671476,-0.505068178997895
"50","T2a",-0.0168888694247511,-0.623348262526923,0.234727630589379,0.548620592578559,0.0694175401143484,0.191762089420719,0.146050023797522,0.220060371828481,-0.143407798532816,-0.0235834519366387,-0.00107345869439695,0.0372268419381884,-0.311224333185475,0.0379160072898728
"51","T2b",-0.264330690227595,-0.053276413439525,-0.510916338896648,-0.499548504390029,-0.180561620435672,-0.200797014463493,-0.147209704923363,-0.18353538981815,0.0824170309145072,0.0540171825117053,0.0265873798265226,-0.0479212519849771,0.20038656265531,-0.0158376987666572
"52","T3b",0.0266067294775814,0.058657005986701,0.368875609180851,0.673273780946435,0.169116770890404,0.0743700804722321,0.0873690763075934,0.112581686593733,-0.190382807745939,0.0026083243146506,0.120310785329162,0.0524078634565357,-0.23504571104422,-0.339749995658843
"53","T4a",-0.503366653190174,-1.1093764253055,-1.52564966458232,-0.712499993027635,-0.339041389150654,-0.307525026996862,-0.259648455647897,-0.0453792955101208,0.225764875560366,0.0840491279111113,-0.0667659578128204,-0.0448441884673538,0.250083551870499,0.226263453961073
"54","T1a",-0.043042406439518,0.202575403275471,-0.0560128204859271,0.775281974395769,0.0507535158165213,0.00192218901616912,-0.00629937333947088,-0.0909914671099488,-0.166609628651247,-0.00509308173255174,-0.0551053540050792,0.0455732454777245,-0.238955623514231,0.0725655290763727
"55","T2b",-0.0843250369088607,0.16830368385125,0.433097946050599,0.221535949550065,-0.0683878871230568,-0.136849648532412,0.0136465921583322,-0.0183561090218985,0.106016656129083,-0.244869023582209,0.0208218216170857,-0.0515018914233961,-0.231958086282755,0.115986840302924
"56","T7b",0.413420485227709,0.253095248381582,0.309558309138467,0.722463128162497,0.227202581717024,0.241971878370682,0.222811946700379,0.105756755151244,-0.18096657335424,-0.0658112521018156,-0.0483514999380595,0.0472468150272487,-0.404958158609944,0.0143018820679164
"57","T5b",-0.0551310164739207,0.380750801011783,0.478039581384734,0.281733264866782,-0.274182592171166,-0.0399525621386223,0.00153021354026581,-0.0729535542199829,0.468073378016362,-0.382206867805172,-0.0550997179223615,-0.118909169283537,-0.0581866048436143,-0.116961673602989
"58","T1a",-0.0878822991138077,0.281655785001879,0.0913944716052021,-0.586325171771661,-0.116922393417638,-0.0780726861409157,-0.0950640620727359,0.0196087764571968,-0.0306306726188083,-0.108721884329315,0.0945618203935242,-0.00831052554772864,0.294289549214724,0.13373110176615
"59","T5b",0.0970726312334032,0.87587851633448,0.2510787338195,-0.178029121424532,-0.0863892317905333,-0.00242579400306959,-0.192753806924824,-0.0395443222971488,0.130134082171582,0.27788281414538,-0.0255945773873858,-0.0312699742776257,0.187263022497779,-0.189597333130409
"60","T3b",-0.111900144689945,0.212777930132716,-0.0474525939712571,0.156697131697647,-0.0286487545530977,-0.0353527151788475,0.040611351161736,0.0175005573525618,-0.00548635692279215,-0.32287001423294,0.0881168755200479,-0.0130151348455522,-0.692180404882441,-0.535014042646199
"61","T6b",0.341964381503955,0.0425639976464434,0.211544123257079,0.122152190819925,0.0650184900073812,0.203559277136393,0.222102319259935,0.239226731537652,-0.00182820007042192,-0.292593450721203,-0.0071958141811523,-0.0313758399170827,-0.252986102968839,-0.0512071447322473
"62","T1b",-0.0673293889807351,-0.109321049075494,-0.473603380687603,0.0635093704370402,0.0290199512292991,-0.0358824961500218,-0.103905507372119,-0.0051227600943899,0.215089925882978,-0.136319322256044,0.0138474211832552,-0.0625059358647771,0.435248814395984,0.448238061445554
"63","T5a",-0.217415587846467,-0.245592445222551,-0.333881829464404,-0.415240265508139,-0.0616487694170944,-0.0106347616472897,-0.0208125197809559,0.298351365573244,0.106651270017758,0.0893437397768823,0.0201350448825545,-0.0454991574111713,0.325950210992598,0.3473538950754
"64","T2b",0.146497804342665,-0.579168156172928,-1.26141563343911,-0.627703950355767,0.0424670531449496,0.0144364339333249,0.0190534359400864,-0.170635025054725,-0.0879675092691125,0.223120011694487,0.0508031070070071,0.0107470564047682,0.466901948734843,0.222563488447949
"65","T8b",-0.243324193865052,-0.37261691687613,-0.164824008776753,-0.0191501514708319,-0.142742805065739,7.27729229544061e-05,-0.0742472284457569,0.0611654200802807,-0.0639352744036164,-0.374114861186788,0.0450988159057844,-0.00455476236290935,-0.0635278517013304,-0.0758451897604274
"66","T6b",0.135713968860543,0.497878477925655,0.261663302350971,0.122454332495137,0.015202116161392,-0.0943737419709283,0.0557979741968907,0.140102716536074,0.199501267112219,0.0141638613208105,-0.00740738019000624,-0.0300692820873769,0.271076461292773,0.464184349297243
"67","T5a",-0.155582075066673,0.215955658711124,-0.0509586475200216,-0.83058787282799,-0.158389523462326,-0.0923751018493066,-0.192296961427765,-0.0724448226661487,-0.0773120709797767,0.0549173698922091,-0.0373167813989238,-0.0132799801099066,0.106207557978833,-0.0218162342534933
"68","T4b",0.0233233165698714,0.263162816218589,0.242441647350158,4.38329454838932e-05,-0.0141568335408366,0.0170990275754943,0.0320059179084235,0.0498928621877909,-0.0354657274018913,-0.0292262955213382,-0.0206378682911553,0.00811613765669136,-0.0154095304738098,0.136048046480066
"69","T3b",-0.169150689313939,0.0607662359490145,0.203759075383952,-0.548589796710467,-0.190829747544231,-0.111972305046325,-0.10542651077248,-0.0498659554875999,0.186573085754983,-0.00536802905085198,-0.0949101328672162,-0.0632640409004658,0.195716900939339,0.16522883546745
"70","T3b",-0.0110842161437733,0.191450536367153,0.335653427291286,0.439455273201898,0.116947817527697,0.0918140476941052,0.119830354591924,0.123006251541062,0.00413256788863714,0.0452413583847338,-0.0626561618256324,-0.0083443701452416,-0.485300886681583,-0.019480785928769
"71","T3b",-0.0565640365994236,0.59524192458077,-0.132407495870954,-0.0867128323000012,-0.0281026845028574,-0.0887991766790633,0.0147795122209482,-0.283116234224216,0.163440935964495,0.128037276893565,-0.00450968076120682,-0.0457368308002818,0.178179587501661,-0.0344353594007052
"72","T1b",-0.00385060876690785,-0.172098946527169,-0.31082244969553,-0.296774506392712,-0.00588405305873515,-0.020386533297378,-0.141304903394077,-0.1537752757068,0.188140221676119,-0.170830782706626,-0.0345159160161164,-0.0478511071195875,-0.133885199129561,0.0353924651651176
"73","T7a",0.0459011872752889,0.164304270693773,0.116557200119722,-0.0350170887834501,-0.0699718714247273,-0.0566823960121727,0.0874742125955743,-0.1157232033764,0.00702809572940393,0.192285574239387,-0.06461180432871,0.0103139252013786,0.145494567517554,0.0500688214085737
"74","T1b",-0.0377506444193358,-0.156525921841411,-0.359961939760282,0.285674453202607,-0.052406762689487,-0.115359871235326,0.0362749107919273,0.0841065044885804,0.259933778366361,-0.198383838199999,0.0681660365557422,-0.0111725674656388,-0.0790023170758924,0.404381832264653
"75","T7b",-0.102695456030291,0.239910699154619,0.427189169976912,-0.250702406810007,-0.203825004107188,-0.0120255032428654,-0.189944575138849,-0.146989411228397,0.103995823783114,-0.0633850913389559,-0.00219281057314086,-0.0484928945281443,0.2066404903234,0.135832542757532
"76","T1b",-0.493251066194603,-0.369838492205815,-0.9084347408658,-0.718875879793729,-0.223661271499488,-0.316482131098483,-0.346342705375464,-0.313932431666198,0.12454153472863,0.05772635151518,0.107196923213924,-0.0436266614544797,0.732574360626043,0.44154875299499
"77","T6b",-0.0212786449861354,-0.264877471850184,0.0646657910563122,-0.441765053950711,-0.085999284755812,0.081715310207684,0.00489475429107081,-0.0705872200909955,-0.135043654767423,-0.0525454813238396,0.0798351463654834,0.0198385381907665,0.206259034225402,0.0264415942522632
"78","T4a",-0.18726969261397,-0.374391931032363,-0.145808964155183,-0.0741388191413494,-0.0404347681986575,-0.00600948426142946,-0.153064131456615,-0.103306966744972,-0.170355540686954,-0.0473604614812121,-0.00527531727626279,0.0173402794703978,0.174479807608746,-0.0116413939402795
"79","T8b",0.112795439411029,-0.420679154212463,-0.494493840246017,0.341728321978326,-0.00306301472263136,-0.00209143996194983,0.115942157022428,0.142126151216264,-0.0457296947820177,0.011347633128683,0.254910402846739,0.00814107305650554,0.790123272238145,0.533883844829969
"80","T8a",0.0232530253749496,0.292630770180106,-0.0180594823313036,0.0234449215793271,-0.127294196375771,0.0555066088168302,-0.0591563843707324,-0.00659532645808833,0.0581759402208756,-0.0287351650515122,0.0112610862611339,0.0102807482430763,0.0809527210356502,0.109327059562997
"81","T5a",-0.185616150159964,0.0124928054515757,-0.791445936184804,-0.357849810266371,-0.129226244792358,-0.150716332287853,0.00522674719115936,-0.0242701576812097,-0.0619399640594131,0.12267365475928,-0.0184832219506614,0.011225621504002,0.377507202157527,0.0399207896162262
"82","T2a",-0.166150424470053,-0.464809423995275,0.254231642483517,0.605024285129398,0.0629333249936305,0.113224829474684,0.0961545705888504,0.1730146911946,-0.181578882540204,0.175182495469887,-0.0537436459554068,0.0411494363053745,0.149250516504533,0.105870321842753
"83","T2b",-0.171382699359804,-0.675999449053237,-0.552704555860972,0.557158996315364,0.115281940212094,0.231656127641414,0.141909668155999,0.0122771018566668,-0.297619313645778,0.301112422929562,0.0112079335555107,0.0654027252263274,0.300363894312893,0.156652237268549
"84","T7b",-0.15804845077687,0.0327241491400329,0.175771403538,-0.184039096691697,-0.0489390316811795,-0.144690289468281,-0.067049861539531,-0.115002049533859,0.0824174140670718,-0.011255602253065,-0.0628627878326379,-0.0317511345553879,-0.191274668279805,-0.167411952818658
"85","T5b",0.075365105692607,-0.111465659122977,-0.197000632600956,0.434718024247598,-0.142059563682276,-0.0614435932685995,-0.0867687893352903,-0.0550260074881927,0.0953020441611327,-0.0726239055969864,0.0268068016099129,-0.0130990251483665,-0.394915403826815,-0.191321165583001
"86","T6b",0.113825845211598,-0.162829391064172,-1.09921942123333,-0.753738393290383,-0.0949027034538437,-0.37347220403836,-0.221048093654828,-0.282198561060931,0.268202030001595,0.0316123519831507,-0.0109484763760702,-0.050694246876298,0.443298172618469,0.449760439302732
"87","T7a",0.00911122792277953,0.536975629862769,0.886807301607566,0.170479982311883,-0.118425573558192,-0.0749768932431208,0.0517279334723519,-0.210213707995557,0.0992247557614284,-0.109625692333828,-0.126379146157483,-0.0605198478883974,0.156572123030119,0.150692317159958
"88","T4a",-0.0862392338796574,-0.232497421045034,0.391639549299309,-0.129699737373501,-0.0675987849685801,0.0573008796314585,0.101833921893217,0.0541668621881559,-0.0408360762720456,-0.0495568453697704,-0.0621233550020216,-0.020338441774844,-0.269805499694955,-0.204481057411395
"89","T4a",-0.190028334487404,-0.103036071827063,-0.371630179667019,0.152700127610813,0.0104328304865089,0.0363375910967725,0.0712755609080992,0.0783809004999929,-0.161920678636825,0.0511870377418367,0.137105314796885,0.0548998035954968,0.607936589508653,0.40516869385869
"90","T2b",-0.443067747141431,-0.882803655323863,-0.878294242530697,0.0699278683807799,0.140806743935842,-0.147455771105075,-0.0436550233492336,-0.065315953967329,-0.263735546265975,0.212218026306061,0.106988945700915,0.0802789975125961,0.49858598648877,0.258088445682757
"91","T7b",-0.301132807463253,0.476486444742961,0.00479371114750849,-0.480783821027266,-0.0408147168467047,-0.11482514917902,-0.0511085337687543,0.039105047729723,0.166911134374135,0.0556447102711619,0.0269800423640994,-0.0103615307436787,0.260623216653744,0.297511731395446
"92","T4a",0.034188745622915,0.158375523902643,0.332364842792644,0.563829186600953,0.0343319274633756,0.0415152785920754,0.117991376675452,0.003698395588649,-0.104672861827957,-0.0796191076314002,0.0934599784945042,0.0338855261323279,-0.241393892043092,0.156616021007492
"93","T1b",-0.00296125132278097,0.238393540371864,0.513964698511799,0.441658056565459,0.166616274809698,-0.0244370313986413,0.0914041000341097,0.0643483552858522,-0.0820492954380431,-0.0190803167598637,0.0487637097266746,0.0234140090491519,-0.100566713075307,-0.0484277660327189
"94","T6b",0.0224647752239358,0.446174227594263,0.342481480508968,-0.0418269052416192,-0.01412026233992,-0.0872000232992895,-0.0902963286286512,-0.200162486198929,0.324609212740427,-0.00944694444101624,-0.0774452922759876,-0.0726940541995069,-0.0420908506176461,-0.0806890602949281
"95","T7b",0.0855509637182573,-0.08716046146992,0.786664451067616,0.299853580205232,0.10842479281893,0.205283314997979,-0.00279401836912153,0.0677605557208954,-0.194095726717248,-0.0485445790026635,-0.0584867861537965,0.0320079874528386,-0.0660795089992126,-0.380302417181126
"96","T4a",-0.081542031119179,0.0166526919870225,-0.779982515640119,-0.217545269387244,-0.0815233547935825,-0.0660037938019,-0.178272514809128,-0.0112828993894814,0.263625057498643,-0.131144045083088,0.118120588709454,-0.0384268685975351,0.241604157379667,0.254928960948861
"97","T6b",0.153940366104003,-0.25222077681664,0.417159853096599,-0.398300583268175,0.0485922234049585,0.11519165923804,0.112457753097622,0.0794409875846944,0.0299275915647954,0.277507633782874,-0.141911843319984,0.00602067313367781,-0.166348695207657,-0.18458594084936
"98","T5a",0.0383992108300143,0.212814125212524,-0.0167129364688059,-0.651475111405556,-0.0647155200770302,-0.095583069893861,-0.139280416985889,0.0313975481452848,0.150931301145823,-0.00674562019478637,-0.0888469711610946,-0.0181448527788467,0.249927239588668,0.308474391999007
"99","T4a",0.37664464421153,0.0128333093767176,0.867750127891059,0.688084162913269,0.217462364892008,0.069776147977454,0.201596528256478,0.459125354862673,-0.119672720685623,0.104499185696972,-0.00426547399382276,0.0345391553814984,-0.186882951519812,0.132525551767829
"100","T3b",0.0857497181821572,-0.111589399585588,-0.305249218060208,0.282333118030561,0.0136220751746509,-0.0153590583404979,0.00943340698033141,-0.0333247490759875,-0.0900096288147633,-0.016878078596787,0.132708551680487,0.0475437001149192,-0.365410813401888,-0.150006340446796
"101","T1b",0.119967490030168,0.933932469391477,0.643351571408683,0.226015521943883,0.106987285186956,0.0402629081219546,0.0655230398286815,-0.142578098851485,0.0655449115412341,0.202169812759627,0.0244400005030077,0.0292443382916432,-0.178387516687075,-0.212135508480749
"102","T2a",-0.0142914779899507,0.0197353790096508,0.509216059800731,0.953375811714085,0.120202214207277,0.204003051339332,0.164284340206904,0.0538432061145808,-0.0554576530667788,-0.134994540407985,0.0548984256207272,0.0168103159235081,0.354956511510468,0.166691682314448
"103","T5a",-0.168555946334212,-0.422433969090864,-0.251446868191172,-0.124610768052443,-0.140352263099522,-0.0133419478486915,-0.0134110751669302,-0.0671165821863588,0.133287210760102,-0.0680959075009458,-0.030829394544117,-0.0891161645840673,0.248773038879646,0.124725008426302
"104","T1b",0.0360969457376364,0.0642560186776265,0.186976043096336,-0.0400292496306338,0.0135448695937464,-0.0157218610207237,0.00676477129114335,-0.0462850993364022,0.0658167062032357,0.00289285153845563,0.0419037356796689,0.0081008436858072,0.26207766602803,0.00106680084915511
